CustomerID,Gender,SeniorCitizen,Partner,Tenure,InternetService,TechSupport,Contract,MonthlyCharges,TotalCharges,Churn
CUST_1078,Male,0,No,69,DSL,Yes,Month-to-month,67.65209631237792,4667.994645554077,No
CUST_1079,Female,0,No,15,Fiber optic,No,One year,75.03001839868806,1125.4502759803208,No
CUST_1080,Male,0,No,38,No,No internet service,Month-to-month,23.6179123021671,897.4806674823498,No
CUST_1081,Female,1,Yes,14,No,No internet service,Two year,23.573483153572,330.028764150008,No
CUST_1082,Male,0,Yes,57,Fiber optic,No,Month-to-month,83.94136077262189,4784.657564039448,No
CUST_1083,Female,0,Yes,59,DSL,Yes,Month-to-month,51.405524717754,3032.925958347486,No
CUST_1084,Male,0,No,8,DSL,No,Month-to-month,43.76654081758119,350.1323265406495,Yes
CUST_1085,Male,0,No,72,No,No internet service,Two year,18.967070401635652,1365.629068917767,No
CUST_1086,Female,0,Yes,19,DSL,No,One year,53.98751491513833,1025.7627833876281,No
CUST_1087,Male,0,No,32,Fiber optic,No,Two year,84.77744619891588,2712.8782783653082,No
CUST_1088,Female,0,No,29,Fiber optic,No,Month-to-month,84.89267614537091,2461.8876082157567,Yes
CUST_1089,Female,0,Yes,41,Fiber optic,Yes,Month-to-month,103.49381871387862,4243.246567269023,No
CUST_1090,Female,1,Yes,45,Fiber optic,No,One year,75.49158814866006,3397.1214666897026,No
CUST_1091,Female,1,No,13,No,No internet service,One year,21.86920453385641,284.2996589401333,No
CUST_1092,Female,0,No,27,DSL,No,One year,37.6389005823249,1016.2503157227724,No
CUST_1093,Female,0,No,19,Fiber optic,Yes,Month-to-month,85.46500870568305,1623.835165407978,Yes
CUST_1094,Female,0,Yes,26,No,No internet service,Month-to-month,24.04766204037986,625.2392130498763,No
CUST_1095,Female,0,No,53,No,No internet service,Month-to-month,18.174335488223402,963.2397808758403,Yes
CUST_1096,Female,0,Yes,51,Fiber optic,No,One year,71.56492985892446,3649.8114228051472,No
CUST_1097,Female,0,Yes,37,Fiber optic,No,One year,88.49965546142376,3274.487252072679,No
CUST_1098,Female,0,No,9,No,No internet service,Two year,21.939709338724548,197.45738404852094,No
CUST_1099,Male,0,Yes,52,Fiber optic,Yes,Month-to-month,96.16321716572203,5000.487292617546,No
CUST_1100,Male,0,No,54,Fiber optic,No,Two year,84.36832410452601,4555.889501644405,No
CUST_1101,Female,0,Yes,3,DSL,No,Month-to-month,40.583476851069555,121.75043055320867,No
CUST_1102,Female,0,No,69,DSL,Yes,Month-to-month,52.979272770969004,3655.569821196861,No
CUST_1103,Female,0,No,8,Fiber optic,No,Two year,82.27027974191962,658.162237935357,No
CUST_1104,Female,0,Yes,14,Fiber optic,No,One year,87.98129183561213,1231.7380856985696,No
CUST_1105,Female,0,No,3,Fiber optic,No,One year,74.36803699438238,223.10411098314714,No
CUST_1106,Female,0,Yes,24,DSL,Yes,One year,68.50256401726918,1644.0615364144603,No
CUST_1107,Female,0,No,13,No,No internet service,Month-to-month,24.8716780484643,323.3318146300359,Yes
CUST_1108,Female,0,Yes,43,Fiber optic,No,One year,87.76803829675559,3774.0256467604904,No
CUST_1109,Male,0,Yes,29,Fiber optic,Yes,Two year,87.22077409179703,2529.402448662114,No
CUST_1110,Female,1,Yes,72,No,No internet service,Month-to-month,21.498718561858897,1547.9077364538407,No
CUST_1111,Male,0,Yes,51,DSL,No,One year,48.093072464806646,2452.746695705139,No
CUST_1112,Female,0,No,42,Fiber optic,No,Two year,70.34917816450333,2954.66548290914,No
CUST_1113,Female,0,Yes,31,Fiber optic,No,Month-to-month,88.78991573044962,2752.4873876439383,Yes
CUST_1114,Male,0,Yes,63,Fiber optic,Yes,Month-to-month,99.52731890374308,6270.221090935814,No
CUST_1115,Female,0,Yes,26,Fiber optic,No,Month-to-month,84.65666486384578,2201.0732864599904,Yes
CUST_1116,Male,0,Yes,18,DSL,No,One year,43.184164227038494,777.3149560866929,No
CUST_1117,Female,0,No,57,Fiber optic,No,Two year,73.87310226767605,4210.7668292575345,No
CUST_1118,Female,1,No,7,Fiber optic,No,One year,79.83121204866254,558.8184843406377,No
CUST_1119,Male,0,Yes,48,DSL,Yes,Month-to-month,68.1362148471772,3270.5383126645056,No
CUST_1120,Female,0,No,60,No,No internet service,One year,23.013384813271536,1380.803088796292,No
CUST_1121,Male,1,No,33,Fiber optic,Yes,Two year,87.69912878595188,2894.071249936412,No
CUST_1122,Female,0,Yes,3,No,No internet service,Month-to-month,20.015071298957555,60.04521389687267,Yes
CUST_1123,Male,1,No,4,Fiber optic,No,Two year,86.52817276620571,346.11269106482285,No
CUST_1124,Male,0,No,4,Fiber optic,No,Two year,72.04989347009028,288.19957388036113,No
CUST_1125,Female,1,No,42,No,No internet service,Month-to-month,19.745204064877633,829.2985707248606,No
CUST_1126,Female,0,No,9,No,No internet service,Month-to-month,20.41600743572687,183.74406692154182,No
CUST_1127,Male,0,Yes,51,DSL,No,One year,39.9328675072335,2036.5762428689086,No
CUST_1128,Female,0,No,17,No,No internet service,One year,19.637498748577244,333.8374787258131,No
CUST_1129,Female,0,No,17,Fiber optic,Yes,Two year,96.85058088907098,1646.4598751142066,No
CUST_1130,Female,0,Yes,20,DSL,No,One year,51.83271906604882,1036.6543813209764,No
CUST_1131,Male,0,No,14,Fiber optic,No,Month-to-month,83.33643743912661,1166.7101241477726,No
CUST_1132,Male,0,Yes,22,No,No internet service,Month-to-month,19.082550434032296,419.81610954871053,Yes
CUST_1133,Male,0,No,52,No,No internet service,Two year,18.3865945902853,956.1029186948356,No
CUST_1134,Male,0,No,27,DSL,No,Month-to-month,36.43283330743073,983.6864993006296,No
CUST_1135,Male,0,Yes,43,Fiber optic,No,One year,70.52224696723177,3032.456619590966,No
CUST_1136,Male,1,Yes,3,No,No internet service,Month-to-month,19.23766283640896,57.712988509226875,Yes
CUST_1137,Male,0,No,8,Fiber optic,Yes,Month-to-month,101.01970007951749,808.1576006361399,No
CUST_1138,Male,1,Yes,10,Fiber optic,No,Month-to-month,71.57693036543994,715.7693036543993,No
CUST_1139,Male,0,Yes,29,Fiber optic,Yes,Month-to-month,98.65616172139818,2861.028689920547,No
CUST_1140,Female,0,Yes,40,DSL,No,One year,37.39730259699043,1495.892103879617,No
CUST_1141,Male,0,Yes,65,Fiber optic,No,Month-to-month,77.41118316434157,5031.7269056822015,No
CUST_1142,Female,0,Yes,21,DSL,No,Two year,48.43015578593888,1017.0332715047165,No
CUST_1143,Female,0,Yes,24,DSL,No,One year,48.943655606180926,1174.6477345483422,Yes
CUST_1144,Female,0,Yes,60,DSL,Yes,Month-to-month,60.389622217790965,3623.377333067458,No
CUST_1145,Male,0,No,26,Fiber optic,Yes,Month-to-month,104.3992907498538,2714.381559496199,Yes
CUST_1146,Male,1,No,9,Fiber optic,Yes,One year,93.40214702538447,840.6193232284602,No
CUST_1147,Male,0,Yes,20,Fiber optic,Yes,Month-to-month,87.69178267635927,1753.8356535271853,No
CUST_1148,Male,0,Yes,56,Fiber optic,No,Two year,79.86359297483041,4472.361206590503,No
CUST_1149,Female,0,No,36,DSL,No,One year,36.70838044303051,1321.5016959490981,No
CUST_1150,Male,0,Yes,36,No,No internet service,Month-to-month,23.151715552679974,833.4617598964791,No
CUST_1151,Male,0,Yes,22,Fiber optic,Yes,One year,94.15323176658637,2071.3710988649,No
CUST_1152,Male,0,Yes,1,Fiber optic,No,Month-to-month,78.61421671218693,78.61421671218693,No
CUST_1153,Male,0,No,69,DSL,Yes,Month-to-month,65.5649977237007,4523.984842935348,No
CUST_1154,Male,0,No,37,DSL,No,Two year,37.69511102363866,1394.7191078746305,No
CUST_1155,Female,0,No,72,No,No internet service,Month-to-month,21.851860703224826,1573.3339706321874,No
CUST_1156,Male,1,No,13,Fiber optic,Yes,One year,91.48127381489888,1189.2565595936856,Yes
CUST_1157,Female,1,No,43,Fiber optic,No,Two year,88.25422658728348,3794.93174325319,No
CUST_1158,Male,0,Yes,37,DSL,No,Month-to-month,39.352231707945634,1456.0325731939884,No
CUST_1159,Female,0,No,25,Fiber optic,Yes,Month-to-month,97.07743328424795,2426.9358321061986,No
CUST_1160,Male,0,Yes,21,No,No internet service,Month-to-month,20.84733194787111,437.7939709052933,No
CUST_1161,Male,1,No,41,DSL,Yes,Month-to-month,65.74794079347441,2695.665572532451,No
CUST_1162,Female,0,No,42,Fiber optic,Yes,Month-to-month,91.43281669296798,3840.178301104655,No
CUST_1163,Female,0,No,42,No,No internet service,Two year,18.43000607144673,774.0602550007627,No
CUST_1164,Female,0,Yes,2,Fiber optic,No,Two year,75.50555855204294,151.01111710408588,No
CUST_1165,Male,0,Yes,68,DSL,Yes,One year,56.06716572044507,3812.5672689902644,No
CUST_1166,Female,0,No,8,Fiber optic,No,Month-to-month,80.36037140945662,642.882971275653,Yes
CUST_1167,Male,0,No,61,DSL,Yes,Two year,65.48961774569358,3994.8666824873085,No
CUST_1168,Male,0,No,14,No,No internet service,One year,19.459172719406396,272.4284180716895,No
CUST_1169,Female,0,Yes,21,Fiber optic,No,Month-to-month,81.36151638495724,1708.5918440841021,No
CUST_1170,Female,0,No,24,No,No internet service,Month-to-month,22.09110040310797,530.1864096745912,No
CUST_1171,Male,0,No,50,DSL,Yes,Month-to-month,66.73608983406086,3336.804491703043,No
CUST_1172,Male,0,No,45,Fiber optic,No,Two year,89.78521399435786,4040.334629746104,Yes
CUST_1173,Female,0,No,64,DSL,No,One year,54.85137808567836,3510.488197483415,No
CUST_1174,Female,1,No,64,Fiber optic,No,One year,72.81562814481356,4660.200201268068,No
CUST_1175,Female,0,No,26,DSL,No,One year,50.55520564966233,1314.4353468912204,No
CUST_1176,Male,0,No,32,DSL,No,One year,41.02898051212621,1312.9273763880387,No
CUST_1177,Male,0,No,57,No,No internet service,Month-to-month,21.57478788880729,1229.7629096620155,No
CUST_1178,Male,0,Yes,53,DSL,No,One year,52.29472473223798,2771.620410808613,No
CUST_1179,Male,0,Yes,33,Fiber optic,Yes,Two year,98.41833568106983,3247.8050774753046,Yes
CUST_1180,Male,0,No,52,No,No internet service,Month-to-month,22.211811446995473,1155.0141952437646,Yes
CUST_1181,Male,1,No,18,No,No internet service,Two year,18.583364441528442,334.50055994751193,No
CUST_1182,Female,0,No,35,DSL,No,Month-to-month,43.90744587685141,1536.7606056897994,No
CUST_1183,Male,0,Yes,12,No,No internet service,Month-to-month,22.71980397089184,272.6376476507021,Yes
CUST_1184,Male,0,Yes,51,DSL,No,One year,37.602421417277704,1917.7234922811629,No
CUST_1185,Male,0,No,10,Fiber optic,No,Two year,84.48611259462314,844.8611259462314,No
CUST_1186,Female,0,No,52,No,No internet service,Month-to-month,23.877146253700115,1241.611605192406,No
CUST_1187,Male,0,Yes,34,Fiber optic,No,One year,70.66969707075489,2402.7697004056663,No
CUST_1188,Male,0,Yes,67,No,No internet service,Month-to-month,22.693610905974424,1520.4719307002865,No
CUST_1189,Female,0,No,39,No,No internet service,One year,20.621726998941224,804.2473529587078,No
CUST_1190,Male,0,Yes,8,DSL,No,Month-to-month,43.825244030127614,350.6019522410209,Yes
CUST_1191,Male,0,No,29,Fiber optic,No,Month-to-month,83.23868465131874,2413.921854888243,Yes
CUST_1192,Male,0,Yes,22,Fiber optic,No,Month-to-month,85.5368457272325,1881.810605999115,No
CUST_1193,Male,0,No,70,Fiber optic,No,Month-to-month,86.06958839841488,6024.871187889042,No
CUST_1194,Male,1,No,61,DSL,Yes,Month-to-month,66.73635332395679,4070.9175527613643,No
CUST_1195,Female,0,No,43,DSL,No,One year,45.5755335152796,1959.747941157023,No
CUST_1196,Female,0,Yes,49,No,No internet service,Month-to-month,21.0364558034642,1030.7863343697459,Yes
CUST_1197,Female,0,No,29,No,No internet service,Month-to-month,21.330020430857438,618.5705924948657,No
CUST_1198,Male,0,Yes,31,Fiber optic,Yes,Month-to-month,88.39901821599345,2740.369564695797,No
CUST_1199,Male,0,Yes,53,Fiber optic,Yes,Month-to-month,94.02797678136135,4983.482769412151,No
CUST_1200,Male,0,No,34,Fiber optic,Yes,Month-to-month,89.89976945095881,3056.5921613325995,Yes
CUST_1201,Female,1,No,38,Fiber optic,Yes,Month-to-month,87.1824246315058,3312.93213599722,No
CUST_1202,Male,0,No,57,No,No internet service,Month-to-month,24.17722803493426,1378.1019979912528,No
CUST_1203,Male,0,Yes,4,DSL,No,Month-to-month,53.475182237378355,213.90072894951342,No
CUST_1204,Female,0,Yes,2,Fiber optic,No,One year,86.87902048067694,173.75804096135388,No
CUST_1205,Male,1,Yes,12,No,No internet service,One year,21.88709012488748,262.64508149864974,No
CUST_1206,Female,0,No,35,No,No internet service,Month-to-month,21.238410354726575,743.3443624154302,No
CUST_1207,Female,0,No,70,Fiber optic,No,Month-to-month,76.4045098895355,5348.315692267485,Yes
CUST_1208,Female,0,No,72,DSL,No,Month-to-month,52.943498033413604,3811.9318584057796,No
CUST_1209,Male,0,No,21,No,No internet service,Month-to-month,23.476474125414533,493.0059566337052,No
CUST_1210,Male,0,Yes,61,Fiber optic,No,Month-to-month,89.07838171653961,5433.781284708916,No
CUST_1211,Male,0,Yes,35,Fiber optic,No,Two year,79.862012194604,2795.1704268111403,No
CUST_1212,Male,0,Yes,48,Fiber optic,No,Month-to-month,70.0954051235625,3364.579445931,No
CUST_1213,Male,0,Yes,15,DSL,Yes,Two year,50.44778817857556,756.7168226786333,No
CUST_1214,Male,0,Yes,71,DSL,No,Month-to-month,36.5955822288647,2598.286338249394,No
CUST_1215,Male,0,No,15,Fiber optic,Yes,Two year,87.9483754671052,1319.2256320065778,No
CUST_1216,Female,0,Yes,6,DSL,No,One year,44.294013637949135,265.7640818276948,No
CUST_1217,Male,1,No,68,DSL,Yes,Month-to-month,59.97964467101847,4078.615837629256,No
CUST_1218,Female,1,Yes,22,Fiber optic,Yes,Month-to-month,90.48742990195245,1990.7234578429538,No
CUST_1219,Male,0,No,32,Fiber optic,No,One year,89.73847152104676,2871.6310886734964,No
CUST_1220,Male,1,No,22,DSL,No,Two year,41.43541390308993,911.5791058679785,No
CUST_1221,Male,0,No,27,DSL,No,Month-to-month,45.00896892932633,1215.2421610918109,Yes
CUST_1222,Female,0,Yes,15,No,No internet service,Month-to-month,23.11247499826505,346.68712497397576,Yes
CUST_1223,Female,0,No,44,DSL,No,Month-to-month,39.05097155316319,1718.2427483391803,Yes
CUST_1224,Female,0,No,9,Fiber optic,No,Month-to-month,83.2968529907344,749.6716769166095,No
CUST_1225,Female,0,Yes,34,DSL,No,Two year,40.39899270161673,1373.5657518549688,No
CUST_1226,Male,0,Yes,15,No,No internet service,One year,23.822694444439243,357.3404166665886,No
CUST_1227,Female,0,Yes,62,Fiber optic,Yes,Month-to-month,98.18047972533584,6087.189742970822,No
CUST_1228,Male,0,No,45,DSL,No,Month-to-month,44.44961355875459,2000.2326101439567,Yes
CUST_1229,Male,0,No,72,DSL,Yes,Month-to-month,62.98959890958731,4535.251121490286,No
CUST_1230,Female,0,No,58,Fiber optic,Yes,Two year,94.71428093215228,5493.428294064832,No
CUST_1231,Female,0,Yes,19,Fiber optic,No,Two year,89.27211465569243,1696.1701784581562,Yes
CUST_1232,Female,0,Yes,16,Fiber optic,No,Month-to-month,85.06982614676087,1361.117218348174,No
CUST_1233,Female,1,No,8,DSL,No,Month-to-month,37.27101285615476,298.1681028492381,Yes
CUST_1234,Female,1,Yes,33,Fiber optic,No,Two year,72.07111832741688,2378.3469048047573,No
CUST_1235,Female,0,No,18,Fiber optic,No,Month-to-month,74.77895140308907,1346.0211252556032,Yes
CUST_1236,Female,1,No,35,Fiber optic,No,Month-to-month,82.71579869598283,2895.052954359399,No
CUST_1237,Female,0,Yes,43,DSL,No,Month-to-month,54.94877009774653,2362.797114203101,Yes
CUST_1238,Male,1,No,50,Fiber optic,No,Month-to-month,82.92319761872068,4146.159880936034,No
CUST_1239,Female,0,Yes,3,DSL,Yes,Month-to-month,67.18101204067075,201.54303612201227,No
CUST_1240,Female,0,No,59,Fiber optic,No,Two year,89.20622301047374,5263.167157617951,No
CUST_1241,Male,0,Yes,28,Fiber optic,Yes,One year,89.51830687940318,2506.512592623289,No
CUST_1242,Female,0,No,46,No,No internet service,Month-to-month,20.562329876492246,945.8671743186433,No
CUST_1243,Male,0,Yes,64,Fiber optic,No,Month-to-month,76.11229294794991,4871.186748668794,Yes
CUST_1244,Male,0,Yes,70,Fiber optic,No,One year,86.11216013673899,6027.85120957173,No
CUST_1245,Female,0,No,47,DSL,No,Month-to-month,36.35720957154665,1708.7888498626924,Yes
CUST_1246,Male,0,Yes,14,DSL,Yes,Month-to-month,55.100275468859095,771.4038565640274,No
CUST_1247,Male,0,No,7,DSL,No,Month-to-month,43.48668526229142,304.4067968360399,No
CUST_1248,Male,1,Yes,31,DSL,No,One year,54.042944187624,1675.331269816344,No
CUST_1249,Male,0,No,51,DSL,No,Month-to-month,46.031851421697155,2347.6244225065548,No
CUST_1250,Female,0,Yes,29,No,No internet service,Month-to-month,23.240432963401346,673.9725559386391,No
CUST_1251,Male,0,No,15,Fiber optic,No,Month-to-month,81.65929133389137,1224.8893700083706,No
CUST_1252,Female,0,Yes,25,DSL,No,Month-to-month,47.48362617881656,1187.090654470414,Yes
CUST_1253,Male,0,Yes,61,DSL,No,Two year,41.05531501165007,2504.3742157106544,Yes
CUST_1254,Male,1,Yes,41,Fiber optic,Yes,One year,101.39040913098538,4157.0067743704,No
CUST_1255,Male,0,No,69,DSL,No,Month-to-month,48.0216914328248,3313.4967088649114,Yes
CUST_1256,Male,0,Yes,4,DSL,No,Month-to-month,41.534209508544976,166.1368380341799,No
CUST_1257,Female,1,No,57,Fiber optic,No,One year,87.89853030279008,5010.216227259035,No
CUST_1258,Female,0,No,31,No,No internet service,Month-to-month,24.158552646669303,748.9151320467485,No
CUST_1259,Male,0,Yes,3,Fiber optic,No,Two year,85.25479063887005,255.76437191661014,No
CUST_1260,Male,0,No,67,Fiber optic,No,One year,84.72664774579832,5676.685398968487,No
CUST_1261,Female,0,Yes,50,No,No internet service,Month-to-month,20.37709751512447,1018.8548757562235,Yes
CUST_1262,Male,0,Yes,17,DSL,Yes,Two year,58.43768199949474,993.4405939914107,No
CUST_1263,Male,0,No,60,DSL,Yes,Month-to-month,52.31541553981577,3138.924932388946,No
CUST_1264,Male,0,No,66,Fiber optic,No,Month-to-month,83.51773921204979,5512.170787995286,Yes
CUST_1265,Female,1,No,24,Fiber optic,No,One year,82.8579838654698,1988.5916127712753,Yes
CUST_1266,Female,0,Yes,32,Fiber optic,No,Two year,70.50317564923165,2256.101620775413,Yes
CUST_1267,Female,0,Yes,19,DSL,No,One year,36.41864944105163,691.9543393799809,No
CUST_1268,Male,0,Yes,66,No,No internet service,One year,22.27114146213883,1469.8953365011628,No
CUST_1269,Male,0,No,60,DSL,Yes,Month-to-month,55.682953571791366,3340.977214307482,No
CUST_1270,Female,0,No,66,Fiber optic,Yes,Month-to-month,96.07433830317754,6340.906328009718,No
CUST_1271,Female,0,No,15,No,No internet service,Month-to-month,24.2095274158547,363.1429112378205,Yes
CUST_1272,Female,1,Yes,35,DSL,No,One year,48.28376039012521,1689.9316136543823,No
CUST_1273,Female,0,Yes,69,No,No internet service,Month-to-month,24.36252047349312,1681.0139126710253,Yes
CUST_1274,Male,0,Yes,27,Fiber optic,No,Month-to-month,87.31911672768065,2357.6161516473776,Yes
CUST_1275,Female,0,Yes,7,No,No internet service,Two year,20.914744643019056,146.4032125011334,No
CUST_1276,Male,0,Yes,6,DSL,No,Month-to-month,47.91722777131689,287.5033666279013,Yes
CUST_1277,Female,0,No,33,No,No internet service,Month-to-month,18.949254479189367,625.3253978132491,No
CUST_1278,Male,0,No,58,DSL,Yes,Month-to-month,54.88068827371569,3183.0799198755103,No
CUST_1279,Female,0,No,49,Fiber optic,No,Month-to-month,86.75135732161714,4250.81650875924,No
CUST_1280,Female,0,Yes,17,Fiber optic,No,Month-to-month,89.10751455613836,1514.827747454352,Yes
CUST_1281,Female,1,Yes,42,DSL,No,Month-to-month,49.95483303215989,2098.1029873507155,No
